,artist_name,track_name,popularity,duration_s,key,mode,tempo,valence,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,music_genre
4317,London Philharmonic Orchestra,Fez: Adventure,30.0,245.46686487143552,C,Major,144.886,0.341,0.983,0.475,0.1,0.13567767019454,0.0988,-17.663,0.0342,Classical
4318,Jonny Greenwood,Toki no Senrei wo Uketeinai mono wo Yomuna,34.0,217.053,F,Minor,172.16400000000002,0.498,0.98,0.174,0.295,0.19898271786071478,0.122,-17.682,0.0381,Classical
4319,Howard Shore,Protector of the Common Folk,24.0,217.053,C,Minor,111.181,0.0386,0.907,0.249,0.0773,0.08552285466527923,0.0954,-22.298,0.037,Classical
4320,Franz Liszt,"En rêve, nocturne, S. 207",57.0,154.4,B,Major,135.607,0.0386,0.983,0.29,0.0077,0.000437,0.0787,-18.85719417859342,0.0434,Classical
4321,Luigi Boccherini,"Quintet in E Major, Op.11, No.5, G.275: 3. Minuetto - (Ferris Bueller's Day Off)",37.0,222.507,A,Major,93.03,0.386,0.922,0.434,0.0222,0.000437,0.123,-23.768,0.0353,Classical
4322,Philip Glass,Tissue No. 7,53.0,192.253,G,Minor,98.916,0.0354,0.984,0.269,0.0344,0.2022930216771511,0.114,-23.768,0.0392,Classical
4323,Benet Casablancas,Una Pàgina per Chopin,35.0,139.28,G#,Major,136.232,0.147,0.985,0.4,0.0141,0.2227738040651757,0.147,-26.638,0.0407,Classical
4324,Daniel Barenboim,"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.7 in E flat major BWV852",32.0,279.933,D#,Major,135.019,0.153,0.995,0.342,0.0553,0.492,0.137,-25.596,0.0379,Classical
4325,empty_field,Les bergers: Ouverture,29.0,279.933,G,Major,106.027,0.251,0.916,0.265,0.117,0.492,0.07,-19.087,0.0428,Classical
4326,Gabriel Fauré,"Dolly, Op. 56 (version for piano 4 hands): I. Berceuse",37.0,140.52,E,Major,73.074,0.146,0.995,0.454,0.0118,0.0737829797881652,0.127,-19.749251571759242,0.0348,Classical
4328,Johann Sebastian Bach,"The Art of Fugue, BWV 1080: Contrapunctus 14",42.0,457.027,D,Minor,76.278,0.0491,0.949,0.0716,0.0599,0.504,0.107,-21.589,0.0405,Classical
4329,Franz Joseph Haydn,"Symphony No. 99 in E-Flat Major, Hob.I:99: II. Adagio",31.0,457.027,G,Major,114.675,0.0787,0.982,0.25,0.0264,0.504,0.0943,-21.332,0.0411,Classical
4330,Itzhak Perlman,The Ragtime Dance (arr. I. Perlman for violin and piano),35.0,204.467,D#,Major,105.65100000000001,0.746,0.951,0.618,0.161,0.0755,0.113,-21.295,0.123,Classical
4331,Sergei Prokofiev,"String Quartet No. 2 in F Major, Op. 92: II. Adagio",25.0,458.8,A,Minor,105.65100000000001,0.0973,0.949,0.267,0.0461,0.335,0.108,-23.314,0.0433,Classical
4333,George Frideric Handel,"Sonata Op. 2 No. 5 in G Minor , HWV 390: I. Larghetto",0.0,186.04,A,Major,75.764,0.0773,0.892,0.152,0.0853,0.00281,0.325,-14.822,0.0509,Classical
4335,Claude Debussy,"Jeux, poème dansé, L.126",36.0,506.94,F#,Major,88.804,0.0346,0.968,0.128,0.0726,0.2692009527538526,0.185,-26.751,0.0449,Classical
4336,Gustav Mahler,Blumine,31.0,506.94,C,Major,102.206,0.0369,0.959,0.146,0.0485,0.1557802953222316,0.119,-24.879,0.0397,Classical
4337,Gioachino Rossini,"Sinfonia in D Major ""Al conventello""",5.0,253.067,A,Major,122.73100000000001,0.279,0.922,0.374,0.188,0.00148,0.0651,-15.767,0.042,Classical
4338,Andrea Bocelli,Angels We Have Heard On High,34.0,234.425,G,Major,140.83,0.216,0.864,0.186,0.389,0.00148,0.155,-5.613,0.0331,Classical
4339,Antônio Carlos Jobim,Meditation (Meditação),34.0,175.427,G,Minor,136.269,0.187,0.868,0.304,0.212,0.00172,0.114,-15.226,0.0289999999999999,Classical
4340,Wolfgang Amadeus Mozart,"Divertimento in E-Flat Major, K. 113: II. Andante",9.0,160.907,F,Major,136.269,0.148,0.992,0.244,0.0192,0.338,0.242,-27.068,0.0423,Classical
4341,Edvard Grieg,"The Wounded Heart, Op. 34, No. 1 (From ""Elegiac Melodies"")",34.0,149.8,G,Major,84.838,0.0603,0.986,0.254,0.0658,0.456,0.0875,-23.783,0.0467,Classical
4342,Sergei Prokofiev,"Romeo and Juliet, Op.64 : 19. Balcony scene",25.0,190.787,C#,Major,75.415,0.0396,0.861,0.104,0.0262,0.456,0.113,-22.246,0.0372,Classical
4343,Gabriel Fauré,"Papillon, Op. 77",37.0,168.693,A,Major,84.148,0.323,0.987,0.218,0.0666,0.16702091766910057,0.0918,-27.06,0.0468,Classical
4345,Howard Shore,Three Is Company,36.0,118.08,A,Minor,79.148,0.0346,0.965,0.134,0.0106,0.212,0.104,-11.99,0.0373,Classical
4346,Eric Johnson,Cliffs Of Dover - Instrumental,61.0,249.768,G,Major,94.851,0.288,0.157,0.455,0.765,0.212,0.244,-11.99,0.0409999999999999,Classical
4347,Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante",68.0,433.8,F,Major,144.13,0.0596,0.982,0.194,0.0324,0.17196185924365465,0.0916,-20.993331836507885,0.0382,Classical
4348,Ludwig van Beethoven,"Piano Sonata No. 14 In C Sharp Minor, Op. 27, No. 2 -""Moonlight"": 1. Adagio sostenuto",29.0,316.44,C#,Minor,168.391,0.103,0.995,0.141,0.00242,0.17767246620369184,0.113,-21.707,0.0416,Classical
4349,Frédéric Chopin,"Impromptu No. 1 in A-Flat Major, Op. 29",43.0,251.693,G#,Major,85.26899999999999,0.0887,0.983,0.215,0.151,0.000217,0.156,-21.707,0.0392,Classical
4350,Kronos Quartet,I See the Sign,35.0,360.507,E,Minor,77.24600000000001,0.333,0.872,0.474,0.193,0.000217,0.109,-11.654,0.0277,Classical
4351,Arcangelo Corelli,"Concerto Grosso in D Major, Op. 6 No. 4: II. Allegro",37.0,174.427,C#,Major,132.884,0.711,0.93,0.558,0.257,0.0885,0.182,-18.11,0.0399,Classical
4352,Wolfgang Amadeus Mozart,"Masonic Funeral Music, K. 477",20.0,342.973,C,Minor,101.243,0.0391,0.966,0.16,0.119,0.15308388738325335,0.107,-18.457,0.0409,Classical
4353,Sergei Rachmaninoff,"Rachmaninov: Prelude Op. 3, No 2 in C-Sharp Minor",39.0,265.48,C#,Minor,85.48200000000001,0.212,0.988,0.342,0.0304,0.2594257369245492,0.0855,-20.867,0.0487,Classical
4354,Franz Joseph Haydn,"Haydn : String Quartet in C major Op.76 No.3, 'Emperor' : II Poco adagio - Cantabile",25.0,395.28,G,Major,64.354,0.117,0.981,0.105,0.0713,0.1596182419889721,0.142,-25.104,0.0506,Classical
4355,Ludwig van Beethoven,"Piano Sonata No. 1 in F Minor, Op. 2, No. 1: II. Adagio",25.0,285.093,F,Major,127.789,0.209,0.991,0.389,0.0352,3.72e-06,0.0832,-13.824,0.0468,Classical
4357,Samuel Barber,"To be sung on the water, Op. 42, No. 2",38.0,197.653,C,Minor,83.20700000000001,0.0388,0.991,0.0896,0.0141,0.563,0.129,-3.65,0.0453,Classical
4358,Joe Satriani,If I Could Fly,47.0,288.267,D,Major,129.987,0.364,5.4e-05,0.55,0.953,0.18893319092808888,0.118,-3.65,0.0343,Classical
4359,Quincy Porter,String Quartet No. 8: Adagio molto espressivo,33.0,288.267,D#,Major,114.26799999999999,0.0368,0.944,0.173,0.0991,2.4e-06,0.108,-21.33,0.046,Classical
4360,Leonard Bernstein,West Side Story (Original Broadway Cast): Act I: Tonight,26.0,232.933,C,Minor,137.429,0.147,0.919,0.252,0.12,2.4e-06,0.216,-19.058,0.038,Classical
4361,Frederick Delius,A Village Romeo and Juliet: The Walk to the Paradise Garden,29.0,226.72,E,Major,63.531000000000006,0.0309,0.948,0.13,0.0295,0.15137146611904334,0.0994,-21.967,0.0443,Classical
4362,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: II. Allemande",42.0,226.72,G,Major,168.37,0.487,0.914,0.168,0.102,0.20971855676310716,0.103,-22.484,0.0672,Classical
4365,Howard Shore,Strider,34.0,253.947,G,Minor,102.36200000000001,0.0754,0.906,0.186,0.0198,8.04e-05,0.519,-4.165,0.0355,Classical
4366,DragonForce,Tomorrow's Kings,31.0,253.947,G,Major,184.78,0.241,1.14e-05,0.294,0.921,8.04e-05,0.0802,-4.165,0.0807,Classical
4367,Antonio Vivaldi,"The Four Seasons - Winter in F Minor, RV. 297: III. Allegro – Lento – Allegro",34.0,210.88,F,Minor,94.714,0.277,0.845,0.402,0.167,0.21,0.115,-18.549,0.0632,Classical
4368,Agustín Barrios Mangoré,Variación al estudio No. 6,0.0,64.493,A,Major,95.119,0.512,0.986,0.296,0.12,0.304,0.123,-24.725,0.0479,Classical
4369,Georges Bizet,Carmen Suite No. 2: II. Habanera,37.0,132.533,D,Major,120.855,0.404,0.981,0.457,0.0158,0.304,0.0684,-24.725,0.0388,Classical
4370,Dmitri Shostakovich,"Shostakovich: Piano Quintet in G Minor, Op. 57: III. Scherzo. Allegretto",40.0,210.96,C#,Minor,123.73899999999999,0.566,0.93,0.615,0.364,0.22947001143912235,0.125,-14.683,0.0441,Classical
4371,Claude Debussy,"Images, Book 1: No. 1. Reflets dans l'eau",38.0,296.827,C#,Major,171.813,0.0372,0.991,0.256,0.0303,0.21599147934639853,0.176,-26.499,0.0405,Classical
4372,Michael Tippett,Concerto for Piano and Orchestra: II. Molto lente e tranquillo,34.0,543.0,C#,Minor,129.17,0.0399,0.933,0.226,0.0604,0.1922733945792843,0.0744,-21.108350240256886,0.0437,Classical
4373,Wolfgang Amadeus Mozart,Piano Concerto No.24 in C minor K.491 (Cadenzas are by Kissin): Larghetto,43.0,472.8,D#,Major,94.90700000000001,0.0867,0.971,0.187,0.0065,0.14746377295753593,0.0728,-20.684513779691407,0.0402,Classical
4374,Eric Whitacre,Lux Aurumque,46.0,255.773,C#,Minor,71.984,0.0241,0.986,0.0783,0.0262,0.18702279211886266,0.11,-24.361,0.0489,Classical
4376,Wolfgang Amadeus Mozart,"Die Entführung aus dem Serail, K. 384, Act I: Hier soll ich dich denn sehen",21.0,157.267,C,Major,83.325,0.27,0.975,0.297,0.0471,0.0,0.636,-24.989,0.0526,Classical
4377,William Bolcom,Graceful Ghost: Graceful Ghost,26.0,183.36,C#,Major,87.656,0.152,0.991,0.406,0.124,0.14637707189027746,0.107,-22.158,0.0468,Classical
4378,Camille Saint-Saëns,"Le Carnaval des Animaux, R.125: 13. The Swan (Arr. Hodge for Cello, Harp & Ensemble)",54.0,153.937,G,Major,91.65799999999999,0.0768,0.977,0.212,0.135,0.09681426263667658,0.125,-21.966,0.0485,Classical
4379,Jonny Greenwood,Sandalwood II,36.0,222.84,C,Major,82.053,0.039,0.837,0.107,0.136,0.11542188059734484,0.203,-15.002,0.0339,Classical
4380,André Previn,"Swan Lake, Op.20: 1. Introduction",32.0,171.573,B,Minor,100.085,0.139,0.966,0.109,0.09,0.0562263378876765,0.085,-17.53,0.0383,Classical
4381,Jacques Offenbach,Les Contes d'Hoffmann / Act 1: Entr'acte,34.0,82.173,E,Major,100.085,0.537,0.928,0.474,0.247,0.1843095599689686,0.277,-14.832,0.0425,Classical
4382,Ludwig van Beethoven,"Diabelli Variations, Op. 120: Variation 16. Allegro",25.0,58.467,C,Major,115.13,0.563,0.963,0.341,0.263,0.0,0.0947,-23.405,0.03,Classical
4384,Wolfgang Amadeus Mozart,"Sinfonia concertante in E-Flat Major, K. 364: I. Allegro maestoso (Live)",0.0,358.0,D#,Major,122.28399999999999,0.157,0.933,0.268,0.0472,0.308,0.385,-27.313,0.0426,Classical
4385,Michio Miyagi,Haro no Umi (for Violin and Harp),33.0,358.0,A,Minor,128.202,0.0809,0.954,0.335,0.0691,0.00942,0.0779,-20.884,0.0468,Classical
4386,Gabriel Fauré,"Sicilienne, Op. 78",48.0,205.467,D#,Major,93.587,0.114,0.994,0.262,0.0521,0.1952361645769077,0.0891,-25.832,0.052,Classical
4387,Gustav Mahler,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto,41.0,101.227,F,Major,82.015,0.0327,0.896,0.0783,0.0523,0.14803033759789638,0.0806,-23.247,0.0471,Classical
4388,Johann Sebastian Bach,"Suite No. 1 in G Major, BWV 1007: VII. Gigue",0.0,101.227,F#,Major,139.701,0.766,0.957,0.403,0.121,0.12324687059546416,0.108,-20.111,0.0484,Classical
4390,Ludwig van Beethoven,"Diabelli Variations, Op. 120: Variation 25. Allegro",24.0,46.667,C,Major,83.40899999999999,0.922,0.989,0.549,0.13,0.13504074929661383,0.12,-27.402,0.0277,Classical
4392,Jacques Offenbach,"Les contes d'Hoffmann, Act I: Ah! mon ami! quel accent! (Live)",0.0,127.227,A,Major,96.37799999999999,0.358,0.943,0.365,0.138,0.0,0.612,-23.244,0.0547,Classical
4394,Niccolò Paganini,"Violin Concerto No. 2 in B Minor, Op. 7, ""La campanella"": III. Rondo",44.0,523.427,B,Minor,104.939,0.241,0.517,0.468,0.177,0.307,0.367,-23.55,0.0765,Classical
4395,Joe Satriani,The Extremist,38.0,223.627,A#,Minor,103.709,0.488,1.39e-05,0.44,0.912,0.22493815587338697,0.0938,-5.965,0.0435,Classical
4396,Frédéric Chopin,"Piano Sonata No. 2 in B-Flat Minor, Op. 35 ""Funeral March"": I. Grave - Doppio movimento",0.0,302.92,F,Minor,103.709,0.0735,0.979,0.381,0.247,0.000118,0.0771,-18.373,0.0512,Classical
4397,Andrea Bocelli,Fall On Me - English Mix,30.0,235.141,F#,Major,114.654,0.156,0.551,0.345,0.282,0.000118,0.109,-11.888,0.0376,Classical
4398,Yo-Yo Ma,Dona Nobis Pacem,28.0,251.07973698032333,F,Major,90.03299999999999,0.353,0.988,0.288,0.0948,0.11947178077564444,0.108,-18.47,0.0391,Classical
4399,Antonín Dvořák,"Dvorák : Symphony No.9 in E minor 'From the New World', Op.95 B178 : IV Allegro con fuoco",33.0,135.08,E,Minor,131.842,0.0827,0.899,0.253,0.128,0.21562382361163632,0.144,-16.361,0.0349,Classical
4400,Felix Mendelssohn,"Lieder ohne Worte, Op. 67: No. 2 Allegrio leggiero (Arr. for Clarinet and Piano by Ottensamer)",36.0,135.08,F#,Minor,105.93799999999999,0.156,0.995,0.233,0.0212,3.96e-05,0.105,-27.494,0.0427,Classical
4401,Gioachino Rossini,Tancredi: Mora l'indegna... Che risolvo? Che fò?,3.0,131.933,A#,Major,91.28,0.195,0.961,0.303,0.237,3.96e-05,0.2,-14.991,0.0529,Classical
4402,Johann Sebastian Bach,"Unaccompanied Cello Suite No. 5 in C Minor, BWV 1011: VI. Gigue",34.0,163.573,D#,Major,111.238,0.364,0.982,0.316,0.0417,0.21297320430586988,0.117,-25.161,0.0498,Classical
4404,Maurice Ravel,"Boléro, M. 81",35.0,176.987,C,Major,65.85300000000001,0.32,0.894,0.321,0.146,0.0288,0.637,-21.777,0.0394,Classical
4405,Wolfgang Amadeus Mozart,"La clemenza di Tito, K. 621, Act I: Del più sublime soglio",0.0,176.987,G,Major,99.301,0.178,0.976,0.321,0.149,0.0288,0.064,-23.635,0.0472,Classical
4407,Georg Philipp Telemann,"Ouverture in G Major, TWV 32:13: V. Allemande",7.0,75.507,C#,Major,97.198,0.962,0.817,0.301,0.253,0.07503789694765794,0.0815,-23.801,0.0359,Classical
4408,Edvard Grieg,"Peer Gynt, Op. 23: IV. In the Hall of the Mountain King",53.0,144.733,G,Major,131.714,0.587,0.926,0.442,0.219,4.53e-05,0.144,-17.568,0.057,Classical
4410,Leonard Bernstein,"7 Anniversaries: No. 1, For Aaron Copland",39.0,77.227,A,Minor,77.483,0.353,0.995,0.546,0.00997,0.18736492322537432,0.0851,-20.860008913140895,0.258,Classical
4411,empty_field,"6 Bagatelles, Op. 126: No. 3 in E-Flat Major. Andante cantabile e grazioso",0.0,143.073,D#,Major,76.749,0.118,0.989,0.324,0.00742,0.09696671859287873,0.0891,-14.419,0.0367,Classical
4412,Joe Hisaishi,アシタカとサン - Piano Solo Feature,39.0,273.4,C#,Major,79.882,0.0648,0.975,0.338,0.126,0.19833369900390954,0.107,-14.419,0.0284,Classical
4413,empty_field,"Le tombeau de Couperin, M. 68: No. 5, Menuet (Live)",0.0,264.667,G,Major,116.365,0.108,0.995,0.47,0.032,0.1806874880611333,0.108,-22.124,0.0405,Classical
4414,Jóhann Jóhannsson,"Good Night, Day",45.0,238.0,A,Minor,135.78,0.0371,0.61,0.154,0.119,0.20514984504126896,0.064,-22.124,0.0437,Classical
4415,Franz Joseph Haydn,"String Quartet No. 66 in G Major, Op. 77, No. 1, Hob.III:81, ""Lobkowitz"": I. Allegro moderato",32.0,479.04,D,Major,63.099,0.304,0.979,0.395,0.076,0.12697876358759935,0.101,-20.787,0.0419,Classical
4416,Daniel Barenboim,"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.4 in C sharp minor BWV849",32.0,182.853,C#,Minor,172.62099999999998,0.119,0.995,0.292,0.0214,8.35e-05,0.0908,-14.097,0.0486,Classical
4417,Andrea Bocelli,"E più ti penso - From ""Once Upon A Time In America""",45.0,267.318,C#,Major,82.01899999999999,0.111,0.933,0.219,0.151,8.35e-05,0.235,-14.097,0.0366,Classical
4418,Ruggero Leoncavallo,"Pagliacci / Act 1: ""Recitar!...Vesti la giubba""",33.0,151.92,E,Minor,74.384,0.0749,0.96,0.188,0.371,0.477,0.098,-12.652,0.0437,Classical
4419,Carl Orff,In Trutina (Carmina Burana),36.0,151.92,D,Major,69.79899999999999,0.0377,0.984,0.242,0.0523,0.54,0.108,-23.426,0.0426,Classical
4422,George Frideric Handel,Solomon HWV 67: The Arrival of the Queen of Sheba (Arr. Recorders & Orchestra),38.0,182.347,A,Major,83.336,0.588,0.902,0.428,0.306,0.686,0.282,-14.662,0.0382,Classical
4424,Wolfgang Amadeus Mozart,"La clemenza di Tito, K. 621, Act I: Non ci pentiam",0.0,114.56,G,Minor,74.382,0.117,0.948,0.347,0.08,0.0,0.337,-14.723,0.0306,Classical
4425,Antônio Carlos Jobim,I Concentrate On You,35.0,159.44,G,Minor,132.065,0.273,0.73,0.451,0.339,0.0315,0.15,-14.723,0.0306,Classical
4426,Frédéric Chopin,"Chopin: Piano Concerto No. 1 in E Minor, Op. 11: II. Romance (Larghetto) [Opening]",34.0,233.667,B,Major,68.179,0.0574,0.984,0.209,0.0427,0.127852444832353,0.0849,-24.508,0.0389,Classical
4427,Felix Mendelssohn,Hochzeitsmarsch (Wedding March),0.0,286.8,C,Major,79.976,0.216,0.956,0.357,0.397,0.17112190399436966,0.0647,-9.305,0.0322,Classical
4429,Giuseppe Verdi,"Falstaff, Act III Pt. 1: Quando il rintocco della mezzanotte (Live)",0.0,164.76,D,Minor,114.70700000000001,0.161,0.965,0.376,0.0623,0.0,0.609,-20.274,0.0849,Classical
4430,Antonín Dvořák,"Cello Concerto In B Minor, Op.104, B. 191: 1. Allegro",47.0,160.507,D,Major,122.23899999999999,0.0564,0.963,0.231,0.133,0.659,0.135,-20.274,0.0437,Classical
4431,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, TH 12: Introduction",41.0,160.507,B,Minor,74.782,0.184,0.864,0.163,0.0279,0.431,0.255,-23.157,0.0376,Classical
4432,Nobuo Uematsu,"Primal Judgment (From ""Final Fantasy XIV"")",33.0,310.893,F,Major,75.195,0.241,0.377,0.308,0.732,0.09867968349753983,0.176,-8.069,0.0469,Classical
4433,Ólafur Arnalds,Öldurót - Island Songs IV,47.0,268.773,A#,Minor,141.579,0.0681,0.934,0.147,0.137,0.227,0.121,-15.835,0.0376,Classical
4434,Pyotr Ilyich Tchaikovsky,"Sérénade mélancolique, Op. 26",31.0,261.16686052363497,A#,Minor,81.223,0.069,0.988,0.141,0.0345,0.227,0.0617,-27.801,0.0477,Classical
4435,Ludwig van Beethoven,"Piano Sonata No. 29 In B Flat Major, Op. 106 -""Hammerklavier"": 4. Largo - Allegro risoluto",23.0,327.08,A#,Major,130.51,0.184,0.986,0.326,0.144,0.20956399358451236,0.115,-23.79,0.0376,Classical
4436,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air ""On a G String"" (Arr. for Piano)",60.0,327.08,D,Major,114.76,0.133,0.996,0.5,0.0104,0.217,0.0573,-26.764,0.0622,Classical
4437,GALNERYUS,Whisper in the red sky,34.0,365.453,G#,Minor,155.994,0.13,9.55e-05,0.351,0.985,0.217,0.0983,-2.652,0.135,Classical
4438,Ludwig van Beethoven,"Beethoven: Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": II. Adagio cantabile",26.0,277.08,G#,Major,115.846,0.174,0.995,0.451,0.00697,0.00153,0.114,-19.627123593784944,0.0544,Classical
4439,empty_field,"Fidelio, Op. 72, Act I: Mir ist so wunderbar (Live)",0.0,277.08,G,Major,78.009,0.0531,0.955,0.189,0.0788,0.00153,0.125,-24.333,0.061,Classical
4440,empty_field,Echorus,37.0,351.467,C,Major,120.822,0.037,0.948,0.277,0.0182,0.271,0.125,-24.333,0.0463,Classical
4441,Igor Stravinsky,The Firebird (L'oiseau de feu): XIV. Lullaby of the Firebird,27.0,275.76,D#,Minor,128.60299999999998,0.0794,0.899,0.167,0.00602,0.28033517863086777,0.12,-28.069,0.0432,Classical
4442,Gustav Mahler,"Symphony No. 1 in D Major: 3. Feierlich und gemessen, ohne zu schleppen",16.0,139.867,G,Minor,66.797,0.0805,0.96,0.194,0.0196,0.1618679155151482,0.113,-28.069,0.0443,Classical
4443,Wolfgang Amadeus Mozart,"Requiem, K. 626. Confutatis",23.0,139.867,A,Minor,66.797,0.0348,0.994,0.196,0.0447,0.385,0.0988,-20.643,0.0395,Classical
4444,Debashish Bhattacharya,Sufi Bhakti,28.0,432.867,D#,Major,92.044,0.369,0.81,0.682,0.274,0.385,0.103,-12.729,0.0358,Classical
4445,Max Bruch,"Kol Nidrei, Op. 47",36.0,362.48,D,Major,136.251,0.0567,0.974,0.177,0.125,0.14351139084306172,0.302,-21.761,0.0436,Classical
4446,Johann Sebastian Bach,"Goldberg Variations, BWV 988: Variation 25 a 2 Clav. - Remastered",39.0,362.48,C,Minor,138.769,0.152,0.995,0.526,0.0205,0.11579536561575937,0.0949,-19.157,0.0644,Classical
4447,Wolfgang Amadeus Mozart,"Symphony No.39 In E Flat, K.543: 3. Menuetto (Allegretto)",46.0,263.493,D#,Major,158.40200000000002,0.373,0.987,0.37,0.0896,0.1581405454393369,0.117,-19.157,0.0409999999999999,Classical
4449,Franz Joseph Haydn,"Cello Concerto No. 1 in C Major, Hob. VIIb:1 (Highlights): II. Adagio",32.0,493.8,F,Major,61.538000000000004,0.068,0.972,0.0859,0.0653,0.12249393916080367,0.0876,-24.541,0.0572,Classical
4451,Dmitri Shostakovich,Folk Dances (arr. for band),21.0,258.6,D,Major,161.593,0.0725,0.808,0.467,0.244,0.1092437767311932,0.0225,-17.898,0.275,Classical
4452,Andy James,Never Back Down,38.0,212.944,E,Minor,194.917,0.126,0.000305,0.284,0.933,0.14362543707264053,0.214,-6.782,0.0988,Classical
4453,Wolfgang Amadeus Mozart,"6 Minuets, K. 599: No. 3 in E-Flat Major",0.0,143.96,A,Major,121.429,0.681,0.84,0.657,0.0528,0.21941680367267816,0.0848,-19.31,0.0522,Classical
4454,empty_field,"Keyboard Sonata No. 60 in C Major, Hob.XVI:50: I. Allegro",28.0,254.56,C,Major,106.649,0.245,0.989,0.308,0.123,1.07e-05,0.0754,-23.975,0.0366,Classical
4455,Franz Schubert,"Schwanengesang, D. 957: Schwanengesang, D. 957: Ständchen",49.0,254.56,D,Major,125.73299999999999,0.049,0.985,0.302,0.0237,1.07e-05,0.0955,-26.404,0.0416,Classical
4456,Frédéric Chopin,"Polonaise No. 15 in B-Flat Minor, ""Adieu""",52.0,327.48,A#,Minor,68.506,0.0899,0.992,0.351,0.0269,0.18391528569459345,0.116,-25.741,0.0378,Classical
4457,Nikolaus Harnoncourt,"Mozart: Requiem in D Minor, K. 626: VIII. Lacrimosa",42.0,181.4,D,Minor,145.92600000000002,0.0491,0.991,0.138,0.0318,0.00952,0.348,-25.741,0.0363,Classical
4458,Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 2: No. 35, Geduld, Geduld! Wenn mich falsche Zungen stechen",0.0,222.667,G#,Minor,111.78299999999999,0.251,0.925,0.369,0.0261,0.00952,0.111,-27.334,0.0522,Classical
4459,Ólafur Arnalds,Not Alone,41.0,196.44,G,Minor,66.795,0.0374,0.95,0.0613,0.0285,0.0899,0.106,-28.084,0.0427,Classical
4460,Leonard Bernstein,"Mass: No. 2, Hymn & Psalm. A Simple Song (Arr. For Voice, Flute, Electric Guitar, Harp & Organ)",33.0,275.76,D#,Major,66.795,0.0395,0.926,0.213,0.039,0.0899,0.105,-23.124,0.043,Classical
4461,Frédéric Chopin,"Berceuse in D Flat Major, Op. 57",39.0,248.613,C#,Major,58.481,0.0572,0.982,0.234,0.0319,0.22439497875610073,0.126,-26.009,0.0416,Classical
4462,empty_field,"Sonata No. 11 In B-flat Major, Op. 22: III. Menuetto",27.0,214.347,A#,Major,115.038,0.212,0.992,0.327,0.0386,0.28776544299800466,0.0907,-26.009,0.0444,Classical
4463,Johannes Brahms,"Symphony No. 3 in F Major, Op. 90: III. Poco allegretto (Recorded 1962)",0.0,346.853,C,Minor,59.501999999999995,0.0392,0.99,0.065,0.0482,0.15543115806809796,0.124,-25.121,0.0445,Classical
4464,Georges Bizet,"L'Arlesienne Suite No. 1, WD 40: I. Prelude",31.0,413.28,C,Minor,74.14399999999999,0.0483,0.976,0.258,0.115,0.1703627566016827,0.09,-16.312,0.0392,Classical
4465,George Gershwin,Rhapsody In Blue,43.0,269.7037903382394,D,Major,74.14399999999999,0.0834,0.993,0.316,0.111,0.318,0.0999,-21.189,0.0396,Classical
4466,Olivier Messiaen,Turangalîla Symphonie: 6. Jardin du sommeil d'amour,47.0,102.893,F#,Major,100.29799999999999,0.0332,0.949,0.142,0.00336,0.318,0.0652,-26.494,0.0435,Classical
4467,Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 2: No. 64, Am Abend, da es kühle war",0.0,102.893,D,Major,93.819,0.134,0.96,0.303,0.0255,0.0084,0.106,-26.494,0.0436,Classical
4468,Johannes Brahms,"16 Waltzes, Op. 39 (Version for Piano Duet): No. 15 in A-Flat Major",34.0,136.178,A,Major,125.698,0.158,0.995,0.305,0.0038799999999999,0.1383308996558089,0.0824,-19.230017430527027,0.0434,Classical
4469,Ryuichi Sakamoto,The End,30.0,136.178,E,Minor,76.205,0.051,0.944,0.215,0.0791,0.14554281541040862,0.0944,-19.87483146513811,0.0407,Classical
4470,George Benjamin,"3 Studies: No. 2, Meditation on Haydn's Name",34.0,170.64,G,Major,64.01,0.104,0.989,0.434,0.000953,0.1793653788831063,0.062,-22.971,0.0807,Classical
4471,Johann Sebastian Bach,"Sonata for Flute or Violin No.5 in E Minor, BWV 1034: 1. Adagio ma non troppo (Transcr. for Mandolin and Continuo by Avi Avital)",26.0,170.64,E,Minor,74.013,0.4,0.945,0.543,0.0863,0.1646034242455769,0.0956,-22.971,0.0348,Classical
4472,empty_field,"Apres Un Reve, Op.7",40.0,209.227,F,Minor,74.013,0.0642,0.994,0.448,0.0466,0.08609492928760135,0.118,-21.921,0.0398,Classical
4473,Víkingur Ólafsson,For Jóhann,45.0,183.773,C,Minor,111.454,0.241,0.994,0.629,0.0914,0.1373281204583437,0.0864,-17.862,0.0406,Classical
4474,Jules Massenet,Elegie: O doux printemps d'autrefois,35.0,249.667,C,Minor,76.077,0.0506,0.961,0.19,0.107,0.424,0.122,-17.862,0.0481,Classical
