"","Name","State","Bank","BankState","NAICS","ApprovalFY","Term","NoEmp","NewExist","CreateJob","RetainedJob","UrbanRural","RevLineCr","DisbursementGross","BalanceGross","MIS_Status","GrAppv","SBA_Appv"
"4560","COLONIAL BUILDING SUPPLY, INC","UT","MOUNTAIN W. SMALL BUS. FINAN","UT",0,"1996",240,27,1,23,27,0,"N","$829,000.00 ","$0.00 ","P I F","$829,000.00 ","$829,000.00 "
"4561","FREEDOM WIRE INC","IN","KEYBANK NATIONAL ASSOCIATION","OH",335929,"2005",84,14,1,3,14,2,"Y","$393,627.00 ","$0.00 ","P I F","$150,000.00 ","$75,000.00 "
"4562","ARBOR CARE","UT","BANK OF THE WEST","UT",0,"1996",180,8,1,0,0,0,"N","$90,000.00 ","$0.00 ","P I F","$90,000.00 ","$72,000.00 "
"4563","R.SMITH,J.MACCULLUM,W.BEAIRSTO","NY","FIVE STAR BANK","NY",0,"1996",120,3,2,0,0,0,"N","$175,000.00 ","$0.00 ","P I F","$175,000.00 ","$131,250.00 "
"4564","MR CHRIS BUILDING MAINT & HOME","LA","BBCN BANK","CA",233210,"2005",84,1,1,0,1,1,"0","$10,000.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"4565","AUTO BODY EXPERTS","WA","MUFG UNION BANK NATL ASSOC","WA",811121,"1996",84,8,1,0,0,0,"N","$90,000.00 ","$0.00 ","P I F","$90,000.00 ","$72,000.00 "
"4566","G&S CLEANING SERVICE","WI","1ST NATL BK OF RIVER FALLS","WI",0,"1996",60,1,1,0,0,0,"N","$13,000.00 ","$0.00 ","P I F","$13,000.00 ","$10,400.00 "
"4567","PAPILLION","CA","MUFG UNION BANK NATL ASSOC","CA",561310,"2005",84,5,1,0,0,1,"Y","$12,391.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"4568","REGENT REAL ESTATE LLC","AR","FIRST WESTERN BANK","AR",531210,"2005",0,6,2,0,6,1,"Y","$34,000.00 ","$0.00 ","CHGOFF","$25,000.00 ","$12,500.00 "
"4569","PRIMEDICO","CA","WELLS FARGO BANK NATL ASSOC","SD",0,"1996",84,4,2,0,0,0,"N","$75,000.00 ","$0.00 ","P I F","$75,000.00 ","$60,000.00 "
"4570","MAYFAIR LAUNDROMAT","OH","MAHONING VALLEY ECONOMIC DEVEL","OH",812310,"1996",120,1,2,1,0,0,"N","$136,000.00 ","$0.00 ","P I F","$136,000.00 ","$136,000.00 "
"4571","JACKSON ARMS","CA","LOANS FROM OLD CLOSED LENDERS","DC",451110,"1996",120,13,1,0,0,0,"N","$277,000.00 ","$0.00 ","P I F","$277,000.00 ","$207,750.00 "
"4572","ESTRELLA VENTURES, INC.","TX","INTERNATIONAL BANK OF COMMERCE","TX",722211,"2005",120,4,2,0,0,2,"N","$165,500.00 ","$0.00 ","P I F","$165,500.00 ","$124,125.00 "
"4573","BRUSTER'S REAL ICE CREAM","VA","CITIZENS AND FARMERS BANK","VA",722213,"2005",66,15,1,0,0,2,"N","$75,000.00 ","$0.00 ","P I F","$75,000.00 ","$63,750.00 "
"4574","ALL TUNE AND LUBE","TN","BANK OF AMERICA NATL ASSOC","TN",441229,"1996",84,4,2,0,0,0,"N","$80,000.00 ","$0.00 ","P I F","$80,000.00 ","$64,000.00 "
"4575","FEED STATION","NH","COMMUNITY GUARANTY SAVINGS BK","NH",0,"1996",240,2,1,0,0,0,"N","$55,000.00 ","$0.00 ","P I F","$55,000.00 ","$44,000.00 "
"4576","WYOMING JEWERLY EXCHANGE","PA","PNC BANK, NATIONAL ASSOCIATION","DE",0,"1996",120,4,1,0,0,0,"N","$45,000.00 ","$0.00 ","P I F","$45,000.00 ","$36,000.00 "
"4577","ELECTRONIC SERVICE FOR MED.OFF","FL","CITIBANK, N.A.","FL",0,"1996",84,5,1,0,0,0,"0","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$17,500.00 "
"4578","PACIUGO OF FLOWER MOUND","TX","NEXBANK, SSB","TX",722213,"2005",87,7,2,0,0,1,"N","$232,500.00 ","$0.00 ","CHGOFF","$232,500.00 ","$174,375.00 "
"4579","MEYER MASONRY RESTORATION INC","MO","U.S. BANK NATIONAL ASSOCIATION","OH",238140,"2005",84,3,1,0,3,1,"Y","$38,928.00 ","$0.00 ","P I F","$10,000.00 ","$5,000.00 "
"4580","BELLECREEK SPORTS DOG TRAINING","TX","REGIONS BANK","AL",812910,"2005",120,1,1,3,1,1,"0","$83,400.00 ","$0.00 ","P I F","$83,400.00 ","$70,890.00 "
"4581","HPV TECHNOLOGIES LLC","CA","PACIFIC WESTERN BANK","CA",443112,"2005",300,6,1,2,6,1,"0","$1,138,500.00 ","$0.00 ","P I F","$1,138,500.00 ","$853,875.00 "
"4582","TANGOZ HAIR DESIGN","MT","YELLOWSTONE BANK","MT",812112,"2005",60,3,2,0,0,1,"0","$12,000.00 ","$0.00 ","P I F","$12,000.00 ","$10,200.00 "
"4583","RAPID REFILL INK","TX","AMER BUS. LENDING INC.","TX",424110,"2005",99,3,2,0,0,1,"0","$110,000.00 ","$0.00 ","P I F","$110,000.00 ","$93,500.00 "
"4584","R A M CONSTRUCTION LLC","ID","U.S. BANK NATIONAL ASSOCIATION","OH",236118,"2005",84,1,1,0,1,1,"Y","$127,165.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"4585","REDLINE GRAPHICS LLP","ND","STARION FINANCIAL","ND",339950,"2005",84,2,2,2,0,1,"0","$33,500.00 ","$0.00 ","P I F","$33,500.00 ","$16,750.00 "
"4586","DAVID V DENT DO PA","TX","BANCO POPULAR NORTH AMERICA","NY",621111,"2005",120,4,1,2,4,1,"0","$693,000.00 ","$0.00 ","P I F","$693,000.00 ","$519,750.00 "
"4587","CAPITAL AVIATION LLC","KS","COUNTRY CLUB BANK","KS",441229,"2005",12,3,1,3,3,1,"Y","$350,000.00 ","$0.00 ","P I F","$200,000.00 ","$100,000.00 "
"4588","KELLY'S ANGELS ELDER CARE INC","FL","BANCO POPULAR NORTH AMERICA","NY",623110,"2005",84,3,2,2,3,1,"0","$80,000.00 ","$0.00 ","P I F","$80,000.00 ","$68,000.00 "
"4589","RICHARDS DISTRIBUTING INC","IL","U.S. BANK NATIONAL ASSOCIATION","OH",424490,"2005",38,1,2,0,1,1,"Y","$24,649.00 ","$0.00 ","CHGOFF","$10,000.00 ","$5,000.00 "
"4590","CHIPS AND BITS COMPUTER SERVIC","WV","BBCN BANK","CA",541512,"2005",12,2,2,2,2,2,"0","$5,000.00 ","$0.00 ","CHGOFF","$5,000.00 ","$4,250.00 "
"4591","MICHAEL W KEMPAR INC","TX","COMERICA BANK","TX",812112,"2005",87,28,1,3,0,1,"0","$251,000.00 ","$0.00 ","P I F","$251,000.00 ","$188,250.00 "
"4592","MIDWEST WEED CONTROL","IL","1ST NATL BK OF RAYMOND","IL",0,"1996",31,1,2,0,0,0,"N","$45,000.00 ","$0.00 ","CHGOFF","$45,000.00 ","$36,000.00 "
"4593","MEINEKE DISCOUNT MUFFLER SHOP","FL","WELLS FARGO BANK NATL ASSOC","SD",811112,"1996",120,2,1,0,0,0,"0","$140,000.00 ","$0.00 ","P I F","$140,000.00 ","$105,000.00 "
"4594","STAN'S BOOTERY INC","WI","JPMORGAN CHASE BANK NATL ASSOC","IL",448210,"2005",84,35,1,5,35,1,"0","$359,200.00 ","$0.00 ","P I F","$359,200.00 ","$269,400.00 "
"4595","HAAGEN DAZS","CA","WELLS FARGO BANK NATL ASSOC","SD",0,"1996",84,10,1,0,0,0,"0","$101,000.00 ","$0.00 ","P I F","$120,000.00 ","$90,000.00 "
"4596","PARADISE MAST TRUSS CO., INC.","PA","WELLS FARGO BANK NATL ASSOC","PA",321992,"1996",277,20,1,0,0,0,"0","$200,000.00 ","$0.00 ","P I F","$200,000.00 ","$150,000.00 "
"4597","CINNAMONSTER","CO","WELLS FARGO BANK NATL ASSOC","SD",0,"1996",54,15,2,0,0,0,"0","$124,000.00 ","$0.00 ","CHGOFF","$124,000.00 ","$93,000.00 "
"4598","SCHNIEDER'S FISH & SEAFOOD","NY","EMPIRE ST. CERT. DEVEL CORP","NY",422460,"1996",144,20,1,11,22,0,"N","$367,000.00 ","$0.00 ","P I F","$367,000.00 ","$367,000.00 "
"4599","MARILYN'S NAILS & BEAUTY SUPPL","TX","BBCN BANK","CA",333319,"2005",61,1,1,0,1,1,"0","$5,000.00 ","$0.00 ","CHGOFF","$5,000.00 ","$4,250.00 "
"4600","PURE WATER TECHNOLOGIES, INC","UT","ZIONS FIRST NATIONAL BANK","UT",333319,"1996",84,1,1,0,0,0,"N","$58,000.00 ","$0.00 ","P I F","$58,000.00 ","$46,400.00 "
"4601","HOLIDAY INN EXPRESS","TX","COMPASS BANK","TX",0,"1996",300,1,1,0,0,0,"0","$915,000.00 ","$0.00 ","P I F","$915,000.00 ","$686,250.00 "
"4602","JLS VACUUM'S","WI","COMMUNITY STATE BANK","WI",0,"1996",60,2,1,0,0,0,"N","$36,750.00 ","$0.00 ","P I F","$36,750.00 ","$29,400.00 "
"4603","MORSE MICRO SOLUTIONS, INC.","NY","JPMORGAN CHASE BANK NATL ASSOC","IL",541511,"1996",60,11,1,0,0,0,"0","$35,000.00 ","$0.00 ","P I F","$35,000.00 ","$17,500.00 "
"4604","R A ANZALONE ELECTRICAL CONTRA","NY","FIRST NIAGARA BANK NATL ASSOC","NY",238210,"2005",84,28,1,10,28,1,"Y","$102,550.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"4605","ACCESS COMMUNICATIONS INC","AL","BBCN BANK","CA",421690,"2005",71,6,1,2,6,1,"0","$5,000.00 ","$0.00 ","CHGOFF","$5,000.00 ","$4,250.00 "
"4606","CEDAR LIVING, INC.","MO","U.S. BANK NATIONAL ASSOCIATION","OH",0,"1996",84,2,2,0,0,0,"N","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$80,000.00 "
"4607","TAYLOR MADE PIZZA TWO, INC.","CT","BUSINESS LENDERS, LLC","CT",0,"1996",120,12,1,0,0,0,"N","$65,000.00 ","$0.00 ","P I F","$65,000.00 ","$48,750.00 "
"4608","HOWEY ENTERPRISES INC","TX","COUNCIL FINANCE, INCORPORATED","TX",0,"1996",240,31,1,0,31,0,"N","$176,000.00 ","$0.00 ","P I F","$176,000.00 ","$176,000.00 "
"4609","MARK C MIELKE II","NV","MOUNTAIN W. SMALL BUS. FINAN","UT",524126,"2005",240,5,1,8,0,1,"0","$191,000.00 ","$0.00 ","P I F","$191,000.00 ","$191,000.00 "
"4610","DINNER BY DESIGN","WI","PARK BANK","WI",311991,"2005",24,11,2,0,0,2,"0","$144,000.00 ","$0.00 ","CHGOFF","$144,000.00 ","$122,400.00 "
"4611","BEN & JERRY'S ICE CREAM & FROZ","WA","WELLS FARGO BANK NATL ASSOC","SD",0,"1996",84,2,2,0,0,0,"0","$150,000.00 ","$0.00 ","P I F","$150,000.00 ","$112,500.00 "
"4612","MAGELLAN COMMUNICATIONS INC.","CA","INDUSTRIAL & COMM. BK OF CHINA","CA",541512,"1996",6,28,1,0,0,0,"Y","$1,500,000.00 ","$0.00 ","P I F","$1,500,000.00 ","$675,000.00 "
"4613","BIRTHDAY ZONE INC","NY","FIRST NIAGARA BANK NATL ASSOC","NY",722110,"2005",84,2,1,0,2,1,"Y","$75,000.00 ","$0.00 ","P I F","$75,000.00 ","$37,500.00 "
"4614","CHAMPION SPORTS ACADEMY","TX","BBCN BANK","CA",624410,"2005",52,6,1,4,6,1,"0","$5,000.00 ","$0.00 ","CHGOFF","$5,000.00 ","$4,250.00 "
"4615","TITUSVILLE BAR & GRILL","KY","PNC BANK, NATIONAL ASSOCIATION","DE",722110,"2005",84,6,2,0,6,1,"0","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"4616","CARTRIDGE WORLD GRESHAM","OR","CALIFORNIA BANK & TRUST","CA",453998,"2005",120,2,2,0,2,1,"0","$93,300.00 ","$0.00 ","P I F","$100,000.00 ","$85,000.00 "
"4617","NATCHEZ TRACE INN COMPANY","TN","BRIGHTBRIDGE, INC.","TN",0,"1996",240,22,1,22,22,0,"N","$775,000.00 ","$0.00 ","P I F","$775,000.00 ","$775,000.00 "
"4618","CONTROLLED KEY SYSTEMS INC","CA","MORTGAGE CAP. DEVEL CORP","CA",561622,"2005",240,20,1,6,0,1,"0","$429,000.00 ","$0.00 ","P I F","$455,000.00 ","$455,000.00 "
"4619","BE GREEN LLC","NJ","TD BANK, NATIONAL ASSOCIATION","DE",445299,"2005",84,3,1,0,3,1,"0","$22,000.00 ","$0.00 ","P I F","$22,000.00 ","$18,700.00 "
"4620","NETEC INC","MA","STATE STREET BK & TR CO","MA",0,"1996",12,49,1,0,0,0,"N","$430,000.00 ","$0.00 ","P I F","$430,000.00 ","$322,500.00 "
"4621","JEFF KORANDA CONSTRUCTION INC","ID","U.S. BANK NATIONAL ASSOCIATION","OH",238310,"2005",49,10,1,3,13,1,"Y","$142,000.00 ","$0.00 ","CHGOFF","$50,000.00 ","$25,000.00 "
"4622","NEW AMD ENTERPRISES INC","NY","READYCAP LENDING, LLC","CA",311811,"2005",71,17,2,17,0,1,"0","$675,500.00 ","$0.00 ","CHGOFF","$675,500.00 ","$506,625.00 "
"4623","ARROW'S AUTO SALES","LA","GULF COAST BANK","LA",441120,"2005",96,6,2,0,0,2,"0","$150,000.00 ","$0.00 ","P I F","$150,000.00 ","$127,500.00 "
"4624","TWENTY FOURTH STREET CAFE","CA","WELLS FARGO BANK NATL ASSOC","SD",0,"1996",60,13,1,0,0,0,"0","$48,844.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"4625","SMILE BRITE DISTRIBUTING LLC","NY","FIRST NIAGARA BANK NATL ASSOC","NY",339114,"2005",84,2,1,0,2,2,"Y","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"4626","B & D CONCRETE LLC","UT","MOUNTAIN AMERICA FCU","UT",238110,"2005",120,2,2,0,2,1,"T","$76,110.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"4627","SMILEY'S COMMERCIAL VEHICLE MA","MN","NATIONAL BANK OF COMMERCE","MN",811111,"2005",7,2,2,0,0,1,"0","$49,000.00 ","$0.00 ","CHGOFF","$49,000.00 ","$41,650.00 "
"4628","SEARS DEALER SOTRE","NC","SURREY BANK & TRUST","NC",443111,"2005",84,4,1,0,4,2,"Y","$9,108.00 ","$0.00 ","P I F","$5,000.00 ","$2,500.00 "
"4629","AUDREY'S CAFE, INC.","NH","TD BANK, NATIONAL ASSOCIATION","DE",0,"1996",240,18,2,0,0,0,"N","$131,400.00 ","$0.00 ","P I F","$131,400.00 ","$78,840.00 "
"4630","AREA EXPRESS, INC.","ND","BANK OF THE WEST","ND",0,"1996",23,17,1,0,0,0,"N","$25,000.00 ","$0.00 ","P I F","$25,000.00 ","$20,000.00 "
"4631","SAFETY COMPLIANCE SERVICES & C","NY","PNC BANK, NATIONAL ASSOCIATION","DE",541611,"2005",120,1,1,4,4,1,"0","$350,000.00 ","$0.00 ","P I F","$350,000.00 ","$262,500.00 "
"4632","HILL COUNTRY CAR CARE CENTER 1","TX","BANK OF THE WEST","TX",811192,"1996",178,4,2,0,0,0,"N","$415,000.00 ","$0.00 ","CHGOFF","$415,000.00 ","$311,250.00 "
"4633","RICHARD'S VAN & STORAGE, INC.","CA","FIRST BANK","CA",0,"1996",300,16,1,0,0,0,"N","$482,000.00 ","$0.00 ","P I F","$482,000.00 ","$361,500.00 "
"4634","EXPERIENCE & CREATIVE DESIGN L","NY","KEYBANK NATIONAL ASSOCIATION","OH",442299,"2005",84,16,1,18,16,1,"0","$178,000.00 ","$0.00 ","P I F","$178,000.00 ","$133,500.00 "
"4635","AMERICA'S BEST COURIER INC","NJ","FIRST NIAGARA BANK NATL ASSOC","NY",492110,"2005",84,3,1,2,3,1,"Y","$67,372.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"4636","MIKE GRAY CONSTRUCTION,  INC.","MI","FIRSTMERIT BANK, N.A.","MI",236115,"2005",12,3,1,0,0,0,"Y","$560,887.00 ","$0.00 ","P I F","$300,000.00 ","$225,000.00 "
"4637","M & S SERVICES","FL","BBCN BANK","CA",233210,"2005",84,2,2,2,2,1,"0","$5,000.00 ","$0.00 ","P I F","$5,000.00 ","$2,500.00 "
"4638","THE COUNTRY STORE","IA","U.S. BANK NATIONAL ASSOCIATION","OH",445120,"2005",108,6,1,1,5,1,"0","$30,000.00 ","$0.00 ","P I F","$38,600.00 ","$32,810.00 "
"4639","HIGH PLAINS LAWN CARE LLC","CO","WELLS FARGO BANK NATL ASSOC","SD",561730,"2005",41,2,1,0,2,2,"0","$28,800.00 ","$0.00 ","P I F","$28,800.00 ","$14,400.00 "
"4640","GREGORY C HESS CPA","SC","READYCAP LENDING, LLC","CA",541211,"2005",71,6,1,0,6,2,"0","$725,000.00 ","$0.00 ","CHGOFF","$725,000.00 ","$543,750.00 "
"4641","SCHLOTZSKY'S DELI","TX","GE CAP. SMALL BUS. FINAN CORP","TX",0,"1996",120,7,2,0,0,0,"0","$110,000.00 ","$0.00 ","P I F","$110,000.00 ","$82,500.00 "
"4642","CABOT RESTAURANTS, INC.","AR","SIX BRIDGES CAP. CORP","AR",0,"1996",240,70,2,70,0,0,"N","$476,000.00 ","$0.00 ","P I F","$477,000.00 ","$477,000.00 "
"4643","R & J ENTERPRISES","TX","INNOVATIVE BANK","CA",812990,"2005",84,2,2,2,2,1,"0","$5,000.00 ","$0.00 ","P I F","$5,000.00 ","$4,250.00 "
"4644","WYNDHAM KITCHENS CLOSETS INC","NJ","HSBC BK USA NATL ASSOC","NY",337110,"2005",64,4,1,0,4,1,"Y","$150,000.00 ","$0.00 ","CHGOFF","$100,000.00 ","$50,000.00 "
"4645","DISCOVER FLOORING GP LLC","TX","WELLS FARGO BANK NATL ASSOC","CA",238330,"2005",60,2,1,0,2,1,"Y","$58,831.00 ","$0.00 ","P I F","$35,000.00 ","$17,500.00 "
"4646","CIMARRON TIRE LLC.","OK","HIGH PLAINS BANK","OK",441310,"2005",38,3,1,0,0,2,"0","$75,000.00 ","$0.00 ","CHGOFF","$75,000.00 ","$63,750.00 "
"4647","FRINGE SALON","CA","BBCN BANK","CA",812112,"2005",84,1,2,1,1,1,"0","$5,000.00 ","$0.00 ","P I F","$5,000.00 ","$4,250.00 "
"4648","KOCORO GIFT","CA","HANMI BANK","CA",453220,"2005",12,1,1,0,1,1,"Y","$49,000.00 ","$0.00 ","P I F","$40,000.00 ","$20,000.00 "
"4649","SNEAKER SPOT INC","NY","BANCO POPULAR NORTH AMERICA","NY",316211,"2005",84,4,2,1,0,1,"T","$28,811.00 ","$0.00 ","P I F","$25,000.00 ","$12,500.00 "
"4650","COLD STONE CREAMERY","WA","KEYBANK NATIONAL ASSOCIATION","OH",445299,"2005",120,25,1,0,25,1,"0","$321,000.00 ","$0.00 ","P I F","$321,000.00 ","$240,750.00 "
"4651","FORDYCE GROUP INC","TX","BBCN BANK","CA",541611,"2005",54,1,2,0,1,1,"0","$10,000.00 ","$0.00 ","CHGOFF","$10,000.00 ","$8,500.00 "
"4652","CD TRADEPOST","KS","COREFIRST BANK & TRUST","KS",453998,"2005",84,3,2,3,0,2,"0","$78,000.00 ","$0.00 ","P I F","$78,000.00 ","$39,000.00 "
"4653","BELTONE HEARING CENTER","MN","FIRST NATIONAL BANK MINNESOTA","MN",0,"1996",84,4,1,0,0,0,"N","$30,000.00 ","$0.00 ","P I F","$30,000.00 ","$24,000.00 "
"4654","SMOKE HOUSE JERKY CO.","CA","CALIFORNIA BANK & TRUST","CA",0,"1996",84,2,2,0,0,0,"N","$35,000.00 ","$0.00 ","P I F","$35,000.00 ","$28,000.00 "
"4655","SUDS N DUDS LAUNDRAMAT","MT","WESTERN BANK OF WOLF POINT","MT",812310,"1996",180,4,1,0,0,0,"N","$80,000.00 ","$0.00 ","P I F","$80,000.00 ","$64,000.00 "
"4656","TODD'S AUTO PARTS","OK","PEOPLES NATL BK OF CHECOTAH","OK",0,"1996",180,4,2,0,0,0,"N","$90,000.00 ","$0.00 ","P I F","$90,000.00 ","$72,000.00 "
"4657","NETWORK SOUND, INC.","FL","WELLS FARGO BANK NATL ASSOC","SD",0,"1996",96,3,1,0,0,0,"N","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$80,000.00 "
"4658","CRAWFORD DOOR SALES OF FT. MYE","FL","FIFTH THIRD BANK","FL",421310,"1996",120,11,1,0,0,0,"N","$128,000.00 ","$0.00 ","P I F","$128,000.00 ","$96,000.00 "
"4659","JACKSON POULTRY","AL","UNITED COMMUNITY BANK","GA",112310,"1996",180,3,1,0,0,0,"N","$497,000.00 ","$0.00 ","P I F","$497,000.00 ","$372,750.00 "
"4660","GIFFORD HOMES, LLC","OR","PEOPLE'S BANK OF COMMERCE","OR",236115,"2005",12,2,1,0,2,2,"Y","$1,305,970.00 ","$0.00 ","P I F","$715,600.00 ","$536,700.00 "
"4661","PHILL ENTERPRISES, INC.","CA","BBCN BANK","CA",0,"1996",120,18,1,0,0,0,"N","$200,000.00 ","$0.00 ","P I F","$200,000.00 ","$150,000.00 "
"4662","THE RETREAT AT BRICK HOUSE SQU","UT","MOUNTAIN AMERICA FCU","UT",812112,"2005",84,41,1,10,41,1,"Y","$69,525.00 ","$0.00 ","P I F","$35,000.00 ","$17,500.00 "
"4663","NESS ENTERPRISES LLC","PA","UNIVEST BANK AND TRUST CO.","PA",722213,"2005",117,2,2,0,2,2,"0","$165,000.00 ","$0.00 ","P I F","$165,000.00 ","$123,750.00 "
"4664","KHC FOOD MART","TX","LOANS FROM OLD CLOSED LENDERS","DC",0,"1996",240,5,1,0,0,0,"0","$232,000.00 ","$0.00 ","P I F","$232,000.00 ","$174,000.00 "
"4665","NORA ZAYCHIK INC","AL","COMPASS BANK","AL",448190,"2005",84,2,1,0,2,1,"Y","$112,344.00 ","$0.00 ","P I F","$15,000.00 ","$7,500.00 "
"4666","G.S. HOPKINS, INC.","PA","FIRST COMMONWEALTH BANK","PA",233210,"1996",24,8,1,0,0,0,"N","$187,500.00 ","$0.00 ","P I F","$187,500.00 ","$140,625.00 "
"4667","SOUND SLEEP PRODUCTS, INC.","WA","BANK OF AMERICA NATL ASSOC","NC",0,"1996",36,17,1,0,0,0,"0","$50,000.00 ","$0.00 ","P I F","$50,000.00 ","$25,000.00 "
"4668","MADANI FOOD MART INC","NY","HSBC BK USA NATL ASSOC","VA",445110,"2005",20,3,1,0,3,1,"Y","$146,337.00 ","$0.00 ","CHGOFF","$100,000.00 ","$50,000.00 "
"4669","SEW WHAT CUSTOM EMBROIDERY, IN","PA","MANUFACTURERS & TRADERS TR CO","NY",0,"1996",120,4,2,0,0,0,"N","$60,000.00 ","$0.00 ","P I F","$60,000.00 ","$48,000.00 "
"4670","SCUDELLARO-BASS INC","CA","CALIFORNIA BANK & TRUST","CA",311812,"2005",120,18,1,0,18,1,"0","$240,000.00 ","$0.00 ","P I F","$240,000.00 ","$180,000.00 "
"4671","BEAR SEASONS PIZZA&RESTAURANT","DE","WILMINGTON TRUST COMPANY","DE",0,"1996",84,12,2,0,0,0,"N","$150,000.00 ","$0.00 ","P I F","$150,000.00 ","$112,500.00 "
"4672","DAYS INN","MN","KLEINBANK","MN",0,"1996",240,15,1,0,0,0,"0","$208,000.00 ","$0.00 ","P I F","$208,000.00 ","$156,000.00 "
"4673","IDLE DAYS RESORT","MO","FIRST NATIONAL BANK","MO",0,"1996",240,6,1,0,0,0,"N","$1,166,000.00 ","$0.00 ","P I F","$1,166,000.00 ","$746,240.00 "
"4674","FREDERICKS PELCYGER & HESTER L","CO","COLORADO LENDING SOURCE, LTD.","CO",541110,"2005",240,16,1,5,0,1,"0","$591,000.00 ","$0.00 ","P I F","$591,000.00 ","$591,000.00 "
"4675","JONES, BRAD AND AMBRIA","UT","ZIONS FIRST NATIONAL BANK","UT",0,"1996",96,1,2,0,0,0,"N","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$80,000.00 "
"4676","R G ELECTRONICS, INC.","CA","FIRST BANK","CA",421690,"1996",254,19,2,0,0,0,"N","$648,000.00 ","$0.00 ","P I F","$648,000.00 ","$486,000.00 "
"4677","CROSSING, THE","IN","FIRST FINAN BANK NATL ASSOC","IN",0,"1996",246,8,2,0,0,0,"N","$600,000.00 ","$0.00 ","P I F","$600,000.00 ","$450,000.00 "
"4678","KMRKH INC","WI","COMMUNITY BANK & TRUST","WI",722211,"2005",60,2,1,28,30,1,"0","$115,000.00 ","$0.00 ","P I F","$115,000.00 ","$97,750.00 "
"4679","STAR QUALITY CLEANERS L L C","LA","BBCN BANK","CA",812320,"2005",84,2,1,0,2,1,"0","$10,000.00 ","$0.00 ","P I F","$10,000.00 ","$8,500.00 "
"4680","COLLECTABLE TREASURES, INC","ID","U.S. BANK NATIONAL ASSOCIATION","OH",327112,"1996",60,12,1,0,0,0,"N","$20,000.00 ","$0.00 ","P I F","$20,000.00 ","$16,000.00 "
"4681","DENIM HEAVEN INC","PA","PNC BANK, NATIONAL ASSOCIATION","DE",448190,"2005",62,1,2,4,1,1,"0","$75,000.00 ","$0.00 ","CHGOFF","$75,000.00 ","$37,500.00 "
"4682","FIVE STAR LAUNDROMAT","RI","CITIZENS BANK NATL ASSOC","RI",812320,"1996",84,3,2,0,0,0,"N","$58,500.00 ","$0.00 ","P I F","$58,500.00 ","$46,800.00 "
"4683","RAINBOW'S END CHILDREN'S CENTE","WA","STATE BANK NORTHWEST","WA",624410,"2005",179,3,1,0,0,1,"N","$144,000.00 ","$0.00 ","P I F","$144,000.00 ","$108,000.00 "
"4684","FURNIGISTIX DISTRIBUTION SERVI","CA","BANCO POPULAR NORTH AMERICA","NY",488510,"2005",68,12,1,0,12,1,"0","$235,000.00 ","$0.00 ","CHGOFF","$235,000.00 ","$176,250.00 "
"4685","BEAUTY WAREHOUSE OF SCOTTSDALE","AZ","FIRST FIDEL. BANK NATL ASSOC","AZ",0,"1996",48,6,1,0,0,0,"N","$60,000.00 ","$0.00 ","P I F","$60,000.00 ","$48,000.00 "
"4686","DAVIS RESEARCH SERVICES, INC.","KY","WELLS FARGO BANK NATL ASSOC","SD",0,"1996",276,32,1,0,0,0,"0","$302,000.00 ","$0.00 ","P I F","$302,000.00 ","$226,500.00 "
"4687","CRENO, JOSEPH M. & CRENO'S BOW","NY","NEWTEK SMALL BUS. FINANCE INC.","NY",713950,"1996",240,30,1,0,0,0,"N","$600,000.00 ","$0.00 ","P I F","$600,000.00 ","$450,000.00 "
"4688","PENIKAM INC","TX","NORTH TEXAS CERT. DEVEL CORP","TX",424330,"2005",240,10,1,3,7,1,"0","$270,000.00 ","$0.00 ","P I F","$270,000.00 ","$270,000.00 "
"4689","ROOSTER ANDYS CHICKEN Q & CATE","WI","PARK BANK","WI",0,"1996",180,1,1,0,0,0,"N","$100,000.00 ","$0.00 ","P I F","$100,000.00 ","$80,000.00 "
"4690","USCO POWER EQUIPMENT CORPORATI","AL","COMPASS BANK","AL",334419,"2005",144,94,1,0,0,1,"N","$550,000.00 ","$0.00 ","P I F","$550,000.00 ","$412,500.00 "
"4691","STURDIVANT CONSULTING","HI","AMERICAN SAVINGS BANK, FSB","HI",511130,"2005",60,1,1,0,0,1,"0","$40,000.00 ","$0.00 ","P I F","$40,000.00 ","$34,000.00 "
"4692","DIRECT GOLD & DIAMOND COMPANY","MI","FIRSTMERIT BANK, N.A.","OH",448310,"2005",60,2,2,3,2,1,"0","$504,806.00 ","$0.00 ","P I F","$511,600.00 ","$383,700.00 "
