"State","BankState","ApprovalFY","Term","NoEmp","NewExist","CreateJob","RetainedJob","UrbanRural","RevLineCr","DisbursementGross","MIS_Status","GrAppv","SBA_Appv","WhichCompany","yearsAfterAprv"
"Northeast","Midwest",1994,84,4,"NotNew",0,0,"Undefined","N",75000,"P I F",75000,60000,"00",28
"Northeast","Northeast",2004,84,1,"NotNew",0,1,"Urban","Y",238138,"P I F",75000,37500,"42",18
"Southeast","Northeast",2004,84,15,"NotNew",2,15,"Urban","0",50000,"P I F",50000,25000,"54",18
"Pacific West","Pacific West",2004,120,3,"NotNew",0,0,"Rural","0",103000,"P I F",103000,87550,"62",18
"Northeast","Northeast",2004,84,4,"NotNew",2,4,"Urban","0",50000,"P I F",50000,25000,"44",18
"Pacific West","Pacific West",1994,240,2,"NotNew",0,0,"Undefined","N",137800,"P I F",137800,124020,"00",28
"Midwest","Midwest",2004,120,3,"NotNew",0,3,"Urban","0",27791,"P I F",10000,5000,"72",18
"Northeast","Pacific West",2004,78,1,"NotNew",1,1,"Undefined","0",5000,"CHGOFF",5000,4250,"45",18
"Plains","Plains",2004,180,8,"NotNew",0,0,"Rural","N",263989,"P I F",263989,197992,"54",18
"Plains","Plains",2004,84,7,"New",0,0,"Rural","N",99000,"P I F",99000,84150,"31",18
"Northeast","Pacific West",2004,52,1,"NotNew",3,1,"Undefined","0",5000,"CHGOFF",5000,4250,"62",18
"Plains","Plains",2004,60,1,"New",0,0,"Rural","0",25000,"P I F",25000,21250,"42",18
"Plains","Pacific West",1994,204,1,"New",0,0,"Undefined","N",685000,"P I F",725000,543750,"00",28
"Plains","Southeast",2004,102,4,"New",0,4,"Urban","0",188800,"P I F",188800,141600,"72",18
"Midwest","Midwest",1994,120,6,"NotNew",0,0,"Undefined","N",115000,"P I F",115000,92000,"00",28
"Southeast","Southeast",2004,84,2,"NotNew",0,2,"Urban","Y",8500,"P I F",8500,4250,"56",18
"Northeast","Northeast",2004,40,3,"NotNew",0,3,"Urban","Y",35000,"CHGOFF",35000,17500,"72",18
"Northeast","Pacific West",1994,84,6,"NotNew",0,0,"Undefined","N",4e+05,"P I F",4e+05,3e+05,"00",28
"Northeast","Southeast",2004,83,1,"NotNew",0,1,"Urban","Y",99703,"P I F",52500,26250,"54",18
"Northeast","Northeast",2004,84,8,"NotNew",0,1,"Urban","Y",726100,"P I F",250000,125000,"42",18
"Northeast","Northeast",2004,120,4,"NotNew",0,4,"Urban","0",150000,"P I F",150000,127500,"81",18
"Pacific West","Pacific West",2004,120,1,"New",0,1,"Urban","0",50000,"P I F",50000,25000,"42",18
"Northeast","Midwest",2004,84,4,"NotNew",2,4,"Urban","Y",78301,"P I F",70000,35000,"45",18
"Northeast","Northeast",2004,84,1,"NotNew",0,1,"Urban","Y",40172,"P I F",33000,16500,"56",18
"Plains","Plains",2004,83,5,"New",0,0,"Urban","N",528700,"CHGOFF",541000,405750,"44",18
"Southeast","Southeast",2004,84,2,"NotNew",0,0,"Rural","0",101500,"P I F",101500,86275,"52",18
"Pacific West","Southeast",2004,84,1,"NotNew",1,1,"Rural","Y",15000,"P I F",15000,7500,"44",18
"Plains","Midwest",2004,84,15,"NotNew",1,15,"Urban","Y",383000,"P I F",1e+05,50000,"33",18
"Midwest","Midwest",2004,60,1,"New",3,1,"Urban","Y",74926,"P I F",35000,17500,"54",18
"Pacific West","Pacific West",1994,240,1,"NotNew",0,0,"Undefined","N",373000,"P I F",373000,373000,"00",28
"Pacific West","Southeast",2004,84,1,"NotNew",0,1,"Urban","Y",25000,"P I F",25000,12500,"45",18
"Plains","Plains",2004,120,8,"NotNew",0,0,"Rural","N",103200,"P I F",125000,106250,"44",18
"Northeast","Northeast",1994,60,2,"New",0,0,"Undefined","N",21000,"P I F",21000,18900,"45",28
"Midwest","Midwest",1994,226,7,"NotNew",0,0,"Undefined","N",677122,"P I F",686000,514500,"00",28
"Pacific West","Southeast",2004,88,2,"NotNew",0,2,"Urban","Y",18000,"P I F",18000,9000,"81",18
"Southeast","Midwest",2004,71,12,"New",0,0,"Rural","N",3e+05,"CHGOFF",3e+05,225000,"33",18
"Midwest","Northeast",2004,84,3,"NotNew",0,3,"Urban","0",25000,"P I F",25000,12500,"81",18
"Pacific West","Pacific West",2004,12,2,"NotNew",0,2,"Urban","Y",80000,"P I F",80000,40000,"31",18
"Northeast","Northeast",2004,84,2,"NotNew",0,0,"Urban","0",60000,"P I F",60000,51000,"72",18
"Plains","Plains",2004,83,1,"NotNew",0,1,"Urban","Y",70000,"P I F",70000,35000,"21",18
"Pacific West","Southeast",2004,84,20,"New",0,0,"Urban","Y",10000,"P I F",10000,5000,"61",18
"Northeast","Northeast",2004,84,3,"New",0,3,"Urban","0",10000,"P I F",10000,5000,"72",18
"Midwest","Midwest",2004,84,2,"NotNew",2,2,"Rural","0",60000,"P I F",60000,51000,"54",18
"Midwest","Midwest",2004,84,1,"NotNew",0,1,"Urban","Y",25000,"P I F",25000,12500,"54",18
"Plains","Pacific West",2004,36,2,"NotNew",0,2,"Undefined","0",10000,"CHGOFF",10000,8500,"23",18
"Northeast","Northeast",2004,61,2,"NotNew",2,2,"Urban","Y",49999,"CHGOFF",50000,25000,"54",18
"Pacific West","Pacific West",2004,60,1,"NotNew",0,0,"Urban","0",25000,"P I F",25000,12500,"54",18
"Northeast","Northeast",2004,120,25,"NotNew",0,0,"Urban","0",234000,"P I F",234000,175500,"72",18
"Midwest","Pacific West",2004,120,6,"NotNew",0,0,"Rural","N",35000,"P I F",35000,29750,"48",18
"Northeast","Northeast",2004,84,2,"NotNew",0,2,"Urban","Y",100100,"P I F",50000,25000,"23",18
"Northeast","Northeast",2004,84,2,"NotNew",0,2,"Urban","Y",5000,"P I F",5000,2500,"23",18
"Southeast","Southeast",1994,96,14,"NotNew",0,0,"Undefined","N",1e+05,"P I F",1e+05,90000,"33",28
"Plains","Plains",1994,60,1,"New",0,0,"Undefined","N",35000,"P I F",35000,31500,"00",28
"Midwest","Midwest",2004,83,7,"New",2,9,"Urban","Y",201263,"P I F",150000,75000,"44",18
"Northeast","Northeast",2004,84,6,"NotNew",1,6,"Urban","0",50000,"P I F",50000,25000,"23",18
"Plains","Plains",1975,138,4,"New",0,0,"Undefined","N",50000,"CHGOFF",50000,45000,"00",47
"Pacific West","Plains",1994,39,32,"NotNew",0,0,"Undefined","N",160000,"P I F",160000,134499,"23",28
"Northeast","Northeast",2004,84,1,"NotNew",0,1,"Urban","Y",17029,"P I F",5000,2500,"45",18
"Pacific West","Plains",2004,93,1,"New",0,0,"Urban","0",1e+05,"P I F",1e+05,85000,"71",18
"Pacific West","Pacific West",1994,84,1,"NotNew",0,0,"Undefined","N",60000,"P I F",60000,54000,"42",28
"Pacific West","Pacific West",2004,35,1,"New",0,0,"Urban","0",39600,"CHGOFF",39600,33660,"54",18
"Pacific West","Pacific West",2004,23,5,"NotNew",0,0,"Urban","N",230000,"CHGOFF",230000,172500,"72",18
"Pacific West","Pacific West",2004,120,3,"NotNew",0,0,"Urban","0",355000,"P I F",355000,266250,"56",18
"Southeast","Southeast",2004,120,1,"New",2,1,"Urban","0",70000,"P I F",70000,59500,"72",18
"Northeast","Northeast",2004,120,7,"NotNew",0,7,"Urban","0",250000,"P I F",250000,125000,"44",18
"Midwest","Midwest",2004,240,12,"NotNew",2,12,"Urban","0",447000,"P I F",447000,447000,"62",18
"Midwest","Midwest",2004,84,25,"NotNew",2,0,"Urban","Y",90000,"P I F",90000,45000,"44",18
"Southeast","Southeast",2004,84,2,"NotNew",1,2,"Urban","Y",40000,"P I F",88000,44000,"54",18
"Northeast","Southeast",2004,31,1,"NotNew",0,1,"Urban","0",59897,"CHGOFF",23500,11750,"54",18
"Northeast","Pacific West",2004,71,1,"NotNew",2,1,"Undefined","0",5000,"CHGOFF",5000,4250,"48",18
"Northeast","Northeast",2004,84,1,"NotNew",0,1,"Urban","Y",404444,"P I F",175000,87500,"48",18
"Plains","Plains",1994,48,2,"NotNew",0,0,"Undefined","N",32000,"P I F",32000,28800,"23",28
"Southeast","Southeast",2004,33,1,"NotNew",0,1,"Urban","0",23500,"CHGOFF",23500,11750,"32",18
"Plains","Plains",2004,240,2,"NotNew",1,3,"Urban","0",750000,"P I F",750000,562500,"81",18
"Northeast","Northeast",2004,84,4,"NotNew",0,4,"Urban","0",50000,"P I F",50000,25000,"62",18
"Midwest","Midwest",2004,240,5,"New",0,0,"Rural","0",207000,"P I F",207000,103500,"72",18
"Pacific West","Southeast",2004,84,1,"NotNew",0,1,"Urban","Y",61571,"P I F",50000,25000,"54",18
"Pacific West","Pacific West",2004,84,2,"NotNew",2,2,"Urban","0",539100,"P I F",539100,391548,"72",18
"Pacific West","Pacific West",2004,240,5,"NotNew",0,1,"Urban","0",207000,"P I F",207000,103500,"54",18
"Southeast","Southeast",2004,84,7,"NotNew",0,7,"Urban","Y",40000,"P I F",50000,25000,"32",18
"Southeast","Southeast",2004,84,1,"NotNew",1,1,"Urban","Y",12276,"P I F",10000,5000,"45",18
"Northeast","Pacific West",2004,84,3,"NotNew",0,3,"Urban","0",750000,"P I F",750000,562500,"44",18
"Southeast","Southeast",2004,84,15,"NotNew",2,15,"Urban","Y",74156,"P I F",50000,25000,"62",18
"Northeast","Northeast",2004,77,4,"NotNew",0,4,"Urban","Y",20000,"P I F",20000,10000,"72",18
"Northeast","Northeast",2004,48,5,"NotNew",0,5,"Urban","0",6000,"P I F",6000,3000,"31",18
"Southeast","Southeast",2004,84,1,"NotNew",0,1,"Rural","Y",18833,"P I F",10000,5000,"72",18
"Northeast","Northeast",2004,92,1,"NotNew",0,4,"Urban","0",125000,"P I F",150000,127500,"72",18
"Southeast","Southeast",2004,64,1,"NotNew",2,3,"Urban","0",24000,"CHGOFF",24000,12000,"45",18
"Northeast","Northeast",2004,84,4,"New",0,0,"Rural","N",63000,"P I F",63000,47250,"72",18
"Southeast","Southeast",2004,84,1,"NotNew",0,1,"Urban","Y",39608,"P I F",25000,12500,"62",18
"Northeast","Northeast",2004,84,8,"NotNew",2,8,"Urban","Y",270801,"P I F",159000,79500,"23",18
"Plains","Pacific West",2004,57,1,"New",0,1,"Undefined","0",5000,"P I F",5000,4250,"81",18
"Midwest","Midwest",2004,83,1,"New",2,0,"Urban","0",150000,"CHGOFF",150000,127500,"42",18
"Pacific West","Midwest",2004,84,2,"NotNew",1,3,"Urban","Y",43357,"P I F",25000,12500,"56",18
"Midwest","Midwest",1994,84,5,"NotNew",0,0,"Undefined","N",345000,"P I F",445000,378250,"00",28
"Northeast","Northeast",2004,67,1,"NotNew",0,1,"Urban","0",48703,"CHGOFF",50000,37500,"45",18
"Southeast","Pacific West",2004,20,2,"NotNew",1,2,"Rural","0",10000,"CHGOFF",10000,8500,"44",18
"Midwest","Pacific West",2004,120,6,"NotNew",0,2,"Urban","0",7e+05,"P I F",7e+05,525000,"23",18
"Plains","Plains",1994,60,6,"NotNew",0,0,"Undefined","N",37000,"P I F",37000,33300,"00",28
"Plains","Plains",1994,36,5,"New",0,0,"Undefined","N",30000,"P I F",30000,27000,"56",28
"Southeast","Southeast",2004,64,2,"NotNew",1,2,"Urban","0",40000,"CHGOFF",50000,25000,"42",18
"Northeast","Northeast",2004,84,2,"NotNew",1,3,"Urban","0",3e+05,"P I F",3e+05,225000,"62",18
"Southeast","Southeast",2004,126,2,"New",0,0,"Rural","N",333500,"P I F",333500,250125,"72",18
"Midwest","Pacific West",2004,36,1,"NotNew",1,1,"Urban","Y",53860,"P I F",45000,22500,"44",18
"Northeast","Northeast",2004,83,2,"NotNew",0,2,"Urban","0",30000,"P I F",30000,15000,"45",18
"Northeast","Pacific West",2004,84,1,"NotNew",1,1,"Undefined","0",15000,"P I F",15000,12750,"44",18
"Midwest","Pacific West",2004,36,2,"NotNew",0,2,"Urban","Y",52536,"P I F",15000,7500,"23",18
"Southeast","Southeast",2004,60,4,"NotNew",0,4,"Urban","0",35000,"P I F",35000,17500,"23",18
"Pacific West","Pacific West",2004,36,2,"NotNew",0,2,"Urban","Y",25000,"P I F",25000,12500,"44",18
"Pacific West","Pacific West",2004,136,3,"New",2,5,"Urban","0",125000,"P I F",150000,127500,"56",18
"Southeast","Southeast",2004,82,4,"NotNew",0,4,"Urban","Y",31771,"P I F",10200,5100,"32",18
"Southeast","Southeast",2004,84,5,"NotNew",2,7,"Urban","Y",23750,"P I F",10000,5000,"44",18
"Southeast","Plains",2004,221,12,"NotNew",0,12,"Rural","0",531000,"CHGOFF",531000,398250,"42",18
"Pacific West","Pacific West",2004,108,1,"NotNew",0,1,"Urban","0",360000,"P I F",360000,270000,"51",18
"Midwest","Midwest",2004,84,3,"NotNew",0,0,"Rural","N",307408,"P I F",307408,230556,"81",18
"Pacific West","Pacific West",2004,36,1,"NotNew",1,1,"Urban","Y",26723,"P I F",20000,10000,"33",18
"Northeast","Northeast",1994,60,4,"New",0,0,"Undefined","N",14700,"P I F",14700,12495,"00",28
"Northeast","Pacific West",1994,252,8,"New",0,0,"Undefined","N",728300,"P I F",728300,546225,"00",28
"Midwest","Midwest",2004,36,13,"NotNew",0,0,"Rural","N",350000,"P I F",350000,262500,"33",18
"Plains","Plains",2004,240,5,"New",0,5,"Rural","N",378000,"P I F",414000,414000,"72",18
"Midwest","Midwest",2004,120,15,"NotNew",0,15,"Urban","0",37027,"P I F",25000,12500,"72",18
"Northeast","Northeast",1976,138,1,"NotNew",0,0,"Undefined","N",150000,"CHGOFF",150000,135000,"00",46
"Pacific West","Pacific West",2004,24,3,"NotNew",2,3,"Urban","Y",153781,"P I F",1e+05,50000,"42",18
"Midwest","Midwest",1994,120,2,"NotNew",0,0,"Undefined","N",561000,"P I F",561000,448800,"00",28
"Southeast","Southeast",2004,77,3,"New",0,0,"Urban","N",750000,"P I F",750000,562500,"31",18
"Northeast","Northeast",2004,84,8,"NotNew",3,11,"Urban","Y",114994,"P I F",75000,37500,"54",18
"Pacific West","Pacific West",2004,55,1,"NotNew",2,1,"Undefined","0",5000,"CHGOFF",5000,4250,"45",18
"Northeast","Northeast",2004,84,1,"NotNew",0,1,"Urban","Y",16602,"P I F",15000,7500,"81",18
"Northeast","Pacific West",2004,13,1,"NotNew",0,1,"Rural","0",10000,"P I F",10000,8500,"23",18
"Southeast","Southeast",1994,84,2,"New",0,0,"Undefined","N",148000,"P I F",148000,133200,"45",28
"Pacific West","Pacific West",2004,122,12,"New",0,12,"Urban","0",150000,"P I F",150000,127500,"72",18
"Pacific West","Pacific West",2004,84,3,"NotNew",1,3,"Urban","Y",155000,"P I F",1e+05,50000,"42",18
"Northeast","Northeast",2004,54,20,"New",3,0,"Urban","0",150000,"CHGOFF",150000,127500,"72",18
"Southeast","Southeast",2004,84,2,"New",0,2,"Urban","Y",10000,"P I F",10000,5000,"44",18
"Midwest","Midwest",2004,96,1,"New",3,1,"Urban","0",170000,"P I F",2e+05,150000,"81",18
"Northeast","Northeast",1994,84,30,"NotNew",0,0,"Undefined","N",150000,"P I F",150000,135000,"00",28
"Midwest","Southeast",2004,84,6,"NotNew",0,6,"Urban","0",130000,"P I F",130000,65000,"54",18
"Northeast","Northeast",1994,84,8,"NotNew",0,0,"Undefined","N",50000,"P I F",50000,45000,"00",28
"Midwest","Midwest",2004,60,2,"NotNew",0,2,"Urban","Y",17638,"P I F",15000,7500,"56",18
"Midwest","Midwest",2004,64,3,"New",0,0,"Urban","N",223778,"P I F",225000,168750,"56",18
"Pacific West","Pacific West",2004,36,1,"NotNew",0,1,"Urban","Y",62405,"P I F",30000,15000,"54",18
"Pacific West","Southeast",2004,84,1,"NotNew",0,1,"Urban","Y",20000,"P I F",20000,10000,"45",18
"Northeast","Northeast",1994,84,18,"New",0,0,"Undefined","N",130000,"P I F",130000,106600,"62",28
"Plains","Northeast",2004,84,12,"NotNew",0,12,"Urban","0",35000,"P I F",35000,17500,"61",18
"Pacific West","Southeast",2004,54,2,"NotNew",0,2,"Urban","Y",15000,"CHGOFF",15000,7500,"44",18
"Pacific West","Pacific West",2004,84,20,"NotNew",0,0,"Urban","0",1e+05,"P I F",1e+05,85000,"33",18
"Plains","Plains",2004,144,2,"NotNew",0,0,"Rural","N",88300,"P I F",88300,75055,"72",18
"Pacific West","Pacific West",2004,240,1,"NotNew",2,0,"Urban","0",92000,"P I F",92000,92000,"52",18
"Midwest","Midwest",2004,48,1,"New",0,0,"Urban","0",36464,"P I F",36464,30994,"48",18
"Midwest","Midwest",2004,84,2,"NotNew",0,0,"Rural","0",50000,"P I F",50000,42500,"54",18
"Midwest","Midwest",2004,183,8,"NotNew",0,0,"Urban","N",480000,"P I F",480000,360000,"81",18
"Midwest","Midwest",2004,84,4,"New",2,0,"Urban","0",165000,"P I F",165000,82500,"33",18
"Pacific West","Southeast",2004,84,14,"NotNew",0,14,"Urban","Y",50000,"P I F",50000,25000,"42",18
"Plains","Plains",1994,84,2,"New",0,0,"Undefined","N",27800,"P I F",27800,25020,"56",28
"Plains","Plains",2004,63,2,"NotNew",0,0,"Urban","0",33600,"P I F",33600,28560,"81",18
"Northeast","Northeast",2004,84,2,"NotNew",1,2,"Urban","Y",73508,"P I F",40000,20000,"42",18
"Midwest","Northeast",2004,84,7,"NotNew",0,7,"Urban","0",25000,"P I F",25000,12500,"23",18
"Midwest","Northeast",2004,54,8,"NotNew",2,8,"Urban","0",50000,"CHGOFF",50000,25000,"33",18
"Southeast","Plains",2004,82,4,"NotNew",0,4,"Urban","Y",31771,"P I F",2e+05,1e+05,"23",18
"Pacific West","Northeast",2004,84,4,"NotNew",2,4,"Urban","0",50000,"P I F",50000,25000,"23",18
"Plains","Plains",2004,240,5,"NotNew",0,0,"Urban","0",537000,"P I F",537000,537000,"72",18
"Midwest","Midwest",2004,240,9,"New",0,0,"Urban","N",472000,"P I F",472000,472000,"72",18
"Northeast","Northeast",2004,84,1,"NotNew",0,1,"Urban","Y",30000,"P I F",30000,15000,"23",18
"Plains","Plains",1994,240,5,"New",0,0,"Undefined","N",591000,"P I F",730000,438000,"00",28
"Northeast","Northeast",2004,240,10,"NotNew",0,0,"Urban","N",472000,"P I F",472000,472000,"72",18
"Midwest","Midwest",2004,60,4,"NotNew",0,4,"Urban","0",55600,"P I F",55600,27800,"81",18
"Northeast","Northeast",2004,60,1,"NotNew",0,0,"Urban","Y",60000,"P I F",60000,30000,"62",18
"Northeast","Northeast",1994,60,2,"NotNew",0,0,"Undefined","N",35000,"P I F",35000,31500,"00",28
"Plains","Plains",2004,80,3,"New",0,0,"Urban","0",150000,"CHGOFF",150000,127500,"45",18
"Pacific West","Pacific West",2004,180,8,"NotNew",0,0,"Rural","0",125000,"P I F",125000,106250,"72",18
"Northeast","Northeast",2004,7,7,"NotNew",0,0,"Rural","0",88000,"CHGOFF",88000,74800,"33",18
"Northeast","Northeast",2004,63,1,"NotNew",0,1,"Urban","Y",30000,"CHGOFF",30000,15000,"51",18
"Midwest","Midwest",2004,84,1,"NotNew",0,1,"Rural","Y",27508,"P I F",10000,5000,"54",18
"Midwest","Midwest",1994,180,16,"NotNew",0,0,"Undefined","N",350000,"P I F",350000,245000,"00",28
"Northeast","Northeast",2004,24,1,"NotNew",1,1,"Urban","Y",442000,"P I F",225000,112500,"42",18
"Southeast","Southeast",2004,84,2,"NotNew",0,2,"Rural","Y",10000,"P I F",10000,5000,"81",18
"Pacific West","Southeast",2004,84,4,"NotNew",0,4,"Urban","Y",25000,"P I F",20000,10000,"44",18
"Midwest","Northeast",2004,8,3,"NotNew",1,3,"Urban","Y",145200,"CHGOFF",90000,45000,"62",18
"Northeast","Northeast",2004,60,4,"NotNew",0,4,"Urban","0",150000,"P I F",150000,75000,"62",18
"Northeast","Northeast",2004,84,6,"NotNew",0,6,"Urban","Y",50000,"P I F",50000,25000,"56",18
"Southeast","Southeast",2004,37,2,"NotNew",0,2,"Rural","Y",19900,"CHGOFF",10000,5000,"56",18
"Midwest","Pacific West",2004,120,9,"NotNew",0,9,"Urban","0",3e+05,"P I F",3e+05,225000,"62",18
"Pacific West","Southeast",2004,21,3,"NotNew",1,3,"Urban","Y",1e+05,"CHGOFF",50000,25000,"72",18
"Northeast","Northeast",1994,60,22,"NotNew",0,0,"Undefined","N",2e+05,"P I F",2e+05,140000,"00",28
"Northeast","Northeast",2004,84,1,"NotNew",0,1,"Urban","Y",198138,"P I F",60000,30000,"81",18
"Midwest","Northeast",2004,49,11,"NotNew",2,11,"Urban","0",25000,"P I F",25000,12500,"72",18
"Southeast","Southeast",2004,5,4,"NotNew",0,4,"Urban","Y",79085,"CHGOFF",50000,25000,"44",18
"Plains","Plains",2004,60,2,"NotNew",0,0,"Urban","N",180000,"P I F",180000,135000,"45",18
"Plains","Plains",2004,180,4,"NotNew",0,4,"Urban","0",268000,"P I F",268000,201000,"44",18
"Plains","Plains",2004,72,1,"NotNew",1,0,"Rural","0",30306,"P I F",30000,15000,"42",18
"Southeast","Northeast",2004,115,6,"NotNew",0,6,"Urban","0",249500,"P I F",249500,187125,"81",18
"Midwest","Midwest",2004,120,3,"NotNew",0,0,"Rural","0",46000,"P I F",46000,39100,"81",18
"Midwest","Midwest",2004,84,8,"NotNew",0,0,"Urban","0",150000,"P I F",150000,127500,"23",18
"Southeast","Southeast",2004,120,3,"NotNew",0,3,"Urban","0",150000,"P I F",170000,127500,"54",18
"Pacific West","Plains",1994,120,11,"NotNew",0,0,"Undefined","N",184000,"P I F",184000,128800,"00",28
"Pacific West","Pacific West",2004,12,3,"NotNew",0,3,"Urban","0",150000,"P I F",150000,75000,"44",18
"Northeast","Northeast",2004,84,8,"NotNew",0,8,"Urban","Y",123280,"P I F",40000,20000,"81",18
"Midwest","Midwest",1994,12,9,"NotNew",0,0,"Undefined","N",6e+05,"P I F",6e+05,510000,"45",28
"Midwest","Midwest",2004,60,5,"NotNew",3,8,"Rural","0",40000,"P I F",40000,20000,"23",18
"Pacific West","Pacific West",2004,84,4,"NotNew",0,0,"Urban","N",46000,"P I F",46000,39100,"33",18
"Pacific West","Southeast",2004,84,3,"NotNew",0,3,"Urban","Y",89000,"P I F",50000,25000,"51",18
"Midwest","Midwest",2004,83,1,"New",1,0,"Urban","Y",15000,"P I F",15000,12750,"62",18
"Midwest","Midwest",2004,240,32,"NotNew",3,0,"Urban","0",381000,"P I F",381000,381000,"61",18
"Pacific West","Pacific West",2004,120,3,"NotNew",0,3,"Urban","0",5e+05,"P I F",5e+05,375000,"51",18
"Pacific West","Pacific West",1994,36,2,"New",0,0,"Undefined","N",40000,"P I F",40000,36000,"44",28
"Pacific West","Pacific West",2004,240,7,"NotNew",3,4,"Rural","N",192000,"P I F",192000,192000,"81",18
"Midwest","Midwest",2004,126,3,"NotNew",1,3,"Urban","0",257000,"P I F",257000,192750,"33",18
"Pacific West","Pacific West",1994,12,9,"NotNew",0,0,"Undefined","N",5e+05,"P I F",5e+05,425000,"33",28
"Southeast","Northeast",2004,60,5,"NotNew",0,5,"Urban","0",50000,"CHGOFF",50000,25000,"23",18
"Pacific West","Pacific West",1994,83,2,"NotNew",0,0,"Undefined","N",18100,"P I F",18100,15331,"33",28
"Plains","Northeast",2004,57,5,"NotNew",2,5,"Urban","0",50000,"CHGOFF",50000,25000,"52",18
"Northeast","Northeast",1994,66,1,"New",0,0,"Undefined","N",77350,"P I F",77350,69615,"00",28
"Pacific West","Pacific West",2004,36,2,"NotNew",1,3,"Urban","N",10000,"P I F",10000,5000,"48",18
"Pacific West","Pacific West",2004,84,3,"NotNew",0,3,"Urban","0",10259,"P I F",5000,2500,"72",18
"Northeast","Northeast",2004,58,1,"NotNew",0,1,"Urban","Y",10000,"P I F",10000,5000,"51",18
"Southeast","Northeast",2004,84,20,"NotNew",0,0,"Urban","0",1e+05,"P I F",1e+05,85000,"72",18
"Midwest","Midwest",2004,90,1,"New",2,1,"Urban","0",141600,"P I F",141600,70800,"54",18
"Plains","Plains",2004,87,20,"New",0,0,"Rural","0",137600,"P I F",137600,116960,"72",18
"Midwest","Midwest",2004,180,2,"NotNew",0,0,"Rural","0",90000,"P I F",90000,76500,"72",18
"Northeast","Northeast",2004,84,10,"NotNew",0,10,"Urban","Y",216351,"P I F",75000,37500,"23",18
"Southeast","Southeast",2004,92,6,"NotNew",0,6,"Urban","0",170000,"P I F",170000,85000,"61",18
"Plains","Plains",2004,84,13,"NotNew",0,0,"Urban","N",536000,"P I F",536000,402000,"48",18
"Midwest","Midwest",2004,62,6,"NotNew",2,8,"Urban","Y",25724,"CHGOFF",25000,12500,"23",18
"Pacific West","Pacific West",2004,21,3,"NotNew",1,4,"Urban","Y",178696,"CHGOFF",60000,30000,"42",18
"Northeast","Northeast",2004,84,3,"NotNew",2,3,"Urban","0",35000,"P I F",35000,17500,"54",18
"Northeast","Northeast",1994,84,5,"NotNew",0,0,"Undefined","N",42900,"P I F",42900,38610,"42",28
"Northeast","Northeast",1994,5,30,"NotNew",0,0,"Undefined","N",16000,"P I F",16000,13600,"00",28
"Plains","Plains",1994,180,4,"NotNew",0,0,"Undefined","N",154000,"P I F",158000,135520,"00",28
"Pacific West","Pacific West",1994,60,12,"New",0,0,"Undefined","N",97700,"P I F",97700,87930,"00",28
"Northeast","Northeast",1994,68,3,"New",0,0,"Undefined","N",25000,"CHGOFF",25000,22500,"00",28
"Northeast","Northeast",1994,217,2,"NotNew",0,0,"Undefined","N",150000,"CHGOFF",150000,123150,"00",28
"Pacific West","Pacific West",2004,60,5,"NotNew",0,0,"Rural","0",75000,"P I F",75000,63750,"45",18
"Midwest","Midwest",1994,63,8,"New",0,0,"Undefined","N",3e+05,"P I F",3e+05,225000,"00",28
"Northeast","Northeast",2004,84,2,"NotNew",0,2,"Urban","0",10000,"P I F",10000,5000,"72",18
"Pacific West","Southeast",2004,26,2,"NotNew",0,2,"Urban","Y",50000,"CHGOFF",50000,25000,"81",18
"Southeast","Southeast",2004,60,4,"New",0,4,"Urban","0",25000,"P I F",25000,12500,"23",18
"Pacific West","Pacific West",2004,84,1,"NotNew",2,1,"Urban","Y",84066,"P I F",50000,25000,"31",18
"Midwest","Midwest",2004,60,3,"New",0,0,"Rural","0",35000,"P I F",35000,29750,"72",18
"Pacific West","Pacific West",2004,84,2,"New",0,2,"Urban","0",5000,"P I F",5000,4250,"45",18
"Pacific West","Pacific West",2004,73,2,"NotNew",1,2,"Urban","0",5000,"CHGOFF",5000,4250,"44",18
"Northeast","Northeast",2004,84,3,"NotNew",0,3,"Urban","Y",10259,"P I F",5000,2500,"54",18
"Northeast","Pacific West",2004,120,11,"NotNew",0,11,"Urban","0",185200,"P I F",185200,138900,"81",18
"Midwest","Midwest",1994,90,5,"NotNew",0,0,"Undefined","N",335000,"P I F",335000,284750,"42",28
"Plains","Plains",2004,180,4,"NotNew",0,4,"Rural","0",268000,"P I F",268000,201000,"71",18
"Northeast","Northeast",2004,60,3,"NotNew",0,3,"Rural","0",20000,"P I F",20000,10000,"44",18
"Northeast","Northeast",2004,84,8,"New",3,11,"Urban","Y",1e+05,"P I F",1e+05,50000,"71",18
"Northeast","Northeast",2004,84,1,"NotNew",0,1,"Urban","Y",16304,"P I F",10000,5000,"48",18
"Midwest","Midwest",2004,82,1,"New",1,2,"Urban","0",52000,"P I F",52000,26000,"56",18
"Southeast","Southeast",1994,84,1,"New",0,0,"Undefined","N",84000,"P I F",84000,75600,"00",28
"Northeast","Northeast",1994,84,8,"NotNew",0,0,"Undefined","N",220000,"P I F",220000,187000,"44",28
"Pacific West","Pacific West",1994,84,12,"NotNew",0,0,"Undefined","N",325000,"P I F",325000,260000,"54",28
"Southeast","Southeast",1994,84,8,"NotNew",0,0,"Undefined","N",77000,"P I F",77000,57750,"00",28
"Pacific West","Pacific West",2004,12,2,"NotNew",0,2,"Urban","Y",80000,"P I F",5e+05,250000,"33",18
